N,M,Result
611,7,125
817,6,137
443,94,401
582,30,571
970,27,344
95,4,14
296,41,291
620,77,49
294,15,290
457,8,150
964,62,194
829,68,627
823,62,397
724,24,494
331,38,105
410,6,164
561,77,246
920,52,259
86,7,45
159,25,38
777,44,606
894,71,737
79,9,65
593,6,250
178,57,79
777,45,637
421,100,365
438,20,357
500,1,500
444,46,241
469,12,246
811,69,153
879,39,198
680,7,608
778,52,510
259,34,213
67,22,61
216,28,194
70,68,27
430,4,170
811,4,487
690,47,589
886,33,201
474,72,50
10,4,5
831,3,97
983,39,521
56,43,39
284,37,117
721,71,484
169,15,167
507,21,222
213,38,175
294,1,294
704,11,589
932,7,871
331,26,296
910,100,453
574,61,570
851,34,535
137,58,30
411,72,380
86,46,4
707,44,478
165,47,74
155,90,92
505,18,186
412,95,250
32,32,27
336,49,262
376,43,100
356,67,31
312,13,266
566,7,404
407,55,47
710,47,128
315,71,114
595,80,484
244,99,102
847,75,489
932,20,491
973,89,36
593,7,593
259,65,4
70,68,27
698,30,237
13,5,6
125,21,101
28,18,1
489,13,227
506,32,157
914,2,805
886,89,667
129,6,7
371,84,188
838,99,687
159,88,39
615,46,216
397,63,37
95,59,38
243,19,81
156,83,67
453,70,42
657,84,117
208,5,153
687,68,56
530,12,488
417,53,36
195,52,96
784,59,456
551,85,515
43,7,2
69,34,47
570,43,529
586,58,366
504,14,354
521,65,23
700,93,270
925,62,614
102,38,31
355,34,130
605,20,63
708,57,233
184,91,44
809,4,479
200,8,29
204,76,117
679,89,147
609,17,155
610,97,389
125,38,113
494,71,19
683,95,227
928,1,928
864,89,457
965,49,860
423,25,63
558,76,234
851,93,378
202,64,2
679,80,206
692,68,396
602,37,480
481,26,200
237,44,47
520,3,496
367,84,221
549,21,34
533,72,260
620,34,15
663,25,96
152,64,152
540,73,458
917,82,29
102,25,43
462,51,4
684,90,156
31,31,17
254,64,133
605,40,561
451,61,188
270,45,228
698,10,462
882,4,771
892,38,403
629,36,398
806,46,524
320,30,117
757,58,256
968,44,325
817,21,170
631,65,246
546,2,69
126,8,89
194,19,34
447,28,387
240,5,91
39,19,27
801,53,266
488,42,427
835,44,759
92,45,8
275,98,248
287,70,123
630,74,101
141,93,65
24,14,23
368,9,312
377,83,29
946,44,318
839,3,121
105,32,93
725,53,72
761,4,287
465,32,304
787,34,6
624,60,472
63,43,41
966,34,841
862,8,58
832,4,571
270,89,189
642,83,603
626,52,293
369,78,59
357,52,205
267,39,108
788,45,351
768,31,729
256,70,129
935,45,47
661,86,404
770,74,693
723,55,289
762,74,101
607,7,97
27,1,27
793,93,727
199,67,96
652,90,615
829,46,769
694,95,584
345,83,266
111,84,5
324,62,68
54,24,49
927,61,898
8,8,4
184,54,61
35,5,28
983,1,983
675,81,492
582,68,522
519,24,450
670,21,96
94,56,28
494,99,399
980,88,144
322,34,32
33,13,32
885,4,783
146,41,64
164,9,163
719,67,563
500,95,441
810,79,72
97,45,42
72,24,43
277,67,117
685,31,320
515,27,305
762,82,724
375,6,337
743,47,217
226,83,211
342,51,288
538,13,353
58,21,10
875,44,825
189,39,26
603,30,15
372,55,83
792,39,170
259,36,46
80,29,38
962,65,549
520,51,506
598,46,45
659,56,80
600,86,203
435,13,433
719,63,130
875,88,207
576,21,26
545,10,171
513,62,221
7,1,7
575,8,20
787,8,313
437,79,302
989,27,857
938,16,351
719,60,129
657,72,283
98,66,45
744,17,414
671,20,82
474,88,304
662,60,178
940,85,32
983,26,620
444,29,77
883,6,533
111,18,102
836,65,436
221,93,197
332,85,58
402,26,340
580,84,451
146,65,19
921,11,606
630,33,95
409,1,409
735,34,531
972,96,252
382,24,259
678,32,351
24,22,4
742,71,515
120,9,43
942,70,878
849,67,703
730,29,242
705,49,478
221,48,18
566,73,143
984,69,421
947,9,816
105,12,39
792,99,208
871,19,794
802,22,92
543,20,541
158,29,124
690,63,421
450,94,166
860,100,755
847,71,15
536,71,422
683,84,285
626,14,391
809,14,61
781,40,3
287,80,263
578,13,319
907,4,871
293,89,270
826,33,783
158,67,28
533,70,204
262,42,25
914,37,23
564,9,267
658,74,234
886,93,150
4,1,4
928,51,184
462,35,228
580,11,468
316,65,261
688,38,496
40,22,39
658,49,221
960,56,947
697,79,212
854,5,33
616,84,494
43,12,9
294,17,75
982,23,869
406,74,366
628,17,478
985,24,894
330,13,184
227,50,84
493,68,349
191,94,73
34,24,4
523,51,138
802,84,656
12,9,2
729,7,258
472,59,434
635,20,29
841,79,30
59,32,51
723,29,39
973,37,302
700,24,622
682,25,571
504,76,374
162,80,90
391,95,262
609,48,97
912,89,284
794,94,331
783,3,752
298,3,185
550,52,444
821,60,55
826,2,629
878,47,42
214,2,173
82,69,47
190,57,23
869,66,92
69,19,9
348,96,88
27,18,11
948,90,402
518,93,289
378,9,26
989,43,329
24,4,11
750,6,530
383,27,289
253,40,137
747,37,499
105,8,36
879,98,64
263,62,105
156,27,1
605,3,218
94,81,39
377,24,139
740,68,70
966,58,337
993,58,925
817,87,133
646,7,370
953,59,943
608,3,227
230,22,69
266,89,101
80,64,35
602,86,375
590,99,167
22,4,3
286,53,92
605,90,152
950,21,284
298,33,256
121,16,84
698,95,268
686,39,471
952,68,83
725,47,110
835,84,152
562,61,403
715,4,103
319,62,81
675,60,287
428,25,188
574,18,349
769,35,42
693,37,644
469,12,246
668,13,239
30,13,24
425,52,230
448,11,43
755,2,487
695,50,472
998,4,315
832,17,332
82,37,20
728,90,586
963,35,783
43,31,17
377,38,70
624,98,430
538,36,47
103,73,103
535,80,200
29,20,6
454,43,121
884,76,116
25,22,1
118,65,52
629,82,208
385,66,321
432,2,353
913,7,738
778,9,152
75,26,13
246,93,192
449,55,207
465,35,333
809,85,291
305,10,247
965,60,653
955,38,6
563,77,400
851,73,680
948,70,355
178,23,91
514,65,89
106,36,59
202,12,173
612,4,381
938,71,195
683,39,354
817,7,66
670,78,231
257,4,157
159,72,26
124,70,32
434,92,222
744,12,609
776,6,686
637,28,381
694,36,83
431,42,313
736,32,73
947,90,312
786,78,560
544,80,380
849,97,439
740,84,77
875,80,396
79,27,5
689,34,386
674,55,389
468,29,315
702,91,167
229,19,54
101,30,45
181,69,109
779,50,252
669,14,348
374,43,14
740,58,23
515,60,176
752,27,462
183,28,65
387,47,386
276,61,210
407,29,285
808,34,720
200,59,155
635,34,525
133,68,62
767,31,698
409,64,298
297,73,166
960,67,953
410,28,203
258,96,187
78,31,29
312,85,291
14,13,7
952,99,358
958,75,715
466,77,120
8,3,7
588,60,131
338,51,84
304,5,133
58,57,23
495,87,422
655,18,597
329,71,139
281,76,194
8,5,3
638,41,30
446,96,410
679,90,389
911,67,466
752,72,58
575,53,540
425,31,392
684,26,266
848,27,673
394,14,151
196,7,165
809,61,597
289,24,37
883,56,310
577,26,28
38,33,11
703,23,263
822,57,623
463,27,359
138,57,14
735,64,670
241,22,73
45,22,20
414,10,293
786,8,305
956,60,113
110,37,100
265,92,117
141,41,4
440,93,212
415,97,209
190,3,98
799,64,168
442,53,62
651,90,525
730,17,176
836,51,777
915,86,359
279,6,80
196,40,94
502,47,39
256,86,157
269,49,3
517,50,24
522,59,420
514,62,283
46,37,14
685,70,551
669,5,634
838,75,655
54,41,20
136,55,71
398,88,146
101,99,86
609,50,88
732,10,77
1000,59,805
266,73,154
621,98,136
511,54,453
415,79,266
261,72,131
208,2,161
680,23,426
138,81,26
64,35,32
507,99,184
467,12,222
950,9,843
741,48,350
589,56,526
922,97,434
369,65,301
988,72,575
211,26,93
828,25,486
229,95,46
859,63,251
360,92,155
302,91,297
356,94,172
967,26,204
14,4,9
94,82,76
430,57,78
107,67,38
545,79,5
208,75,24
443,87,116
849,91,370
217,33,123
786,25,245
224,32,154
307,44,134
32,8,17
898,77,362
337,51,33
786,94,370
540,80,60
858,87,340
135,36,14
243,38,183
64,45,2
166,43,100
63,13,61
47,9,21
110,16,24
52,39,36
999,14,920
223,98,112
677,21,243
593,12,127
983,1,983
799,66,487
419,78,418
75,66,3
923,100,838
51,27,28
132,57,79
470,42,149
145,49,16
699,84,244
635,89,186
771,33,549
98,52,18
676,39,81
373,72,373
975,12,897
264,80,76
335,23,239
582,97,61
83,80,50
383,49,45
39,15,35
185,70,181
546,22,467
496,45,428
740,49,18
798,31,94
678,21,264
62,25,20
996,66,35
990,44,310
142,5,1
769,4,319
212,46,203
149,53,27
43,21,4
732,79,107
365,93,81
902,7,661
324,99,100
338,65,55
732,85,669
882,7,521
160,68,142
583,54,544
511,37,420
116,77,15
977,85,289
391,18,350
991,64,868
404,33,295
821,28,468
324,60,259
411,44,42
445,61,270
990,76,670
753,86,561
414,35,295
724,97,114
148,7,2
717,53,372
208,35,1
925,56,858
190,40,48
979,70,597
783,98,630
162,38,95
51,37,2
834,26,369
817,33,486
978,92,772
344,56,27
326,98,151
880,12,658
505,72,320
115,69,73
482,29,247
115,1,115
617,96,544
280,82,126
54,32,5
767,21,700
622,27,366
252,57,11
999,11,511
430,85,1
223,87,219
260,82,110
122,84,110
14,4,9
91,9,1
751,18,229
784,62,391
465,74,400
97,19,39
687,93,449
212,24,183
498,1,498
715,71,58
852,92,152
251,45,152
929,48,189
387,6,26
852,43,851
714,21,321
163,16,49
244,46,84
901,16,676
928,49,924
82,77,60
880,30,148
338,100,15
761,79,147
337,57,146
691,34,454
896,12,850
835,60,61
625,33,558
339,78,203
701,65,118
630,32,130
499,41,53
929,60,387
238,74,168
150,79,141
451,36,377
162,47,97
170,71,165
759,19,282
764,89,496
202,74,138
563,70,104
626,51,209
240,4,89
86,65,12
703,46,304
324,42,290
569,96,88
522,62,261
767,80,755
495,35,431
343,28,205
406,32,157
447,57,165
86,46,4
153,2,51
58,2,53
818,67,291
41,15,25
708,60,186
762,81,367
317,5,198
431,64,22
804,31,280
769,76,474
117,80,90
475,25,467
956,81,695
341,51,237
39,26,27
999,65,2
26,16,1
1000,13,396
509,37,346
318,73,161
505,40,403
124,11,82
321,99,126
70,59,46
964,76,645
496,85,27
810,67,569
462,73,255
669,65,105
345,47,229
252,24,230
628,25,514
554,91,459
891,61,513
984,48,919
14,14,13
240,78,213
541,19,59
89,86,51
4,2,1
364,49,239
722,99,111
587,6,214
8,5,3
73,49,73
65,2,3
297,43,77
886,14,272
321,2,131
753,52,733
808,21,790
123,29,83
48,15,41
972,95,637
428,24,148
263,98,147
652,85,92
874,7,465
988,64,676
846,7,269
52,5,29
6,2,5
847,12,262
394,77,171
38,22,34
100,91,27
722,46,466
288,5,53
464,97,122
967,12,801
985,48,967
414,75,123
813,58,358
929,9,654
753,88,79
994,52,263
497,38,267
979,33,460
659,41,237
273,2,35
118,23,36
644,45,304
431,22,335
547,45,117
171,36,80
146,18,101
656,37,609
192,62,17
567,25,181
85,63,6
311,17,56
288,35,60
976,31,251
858,5,53
32,28,25
297,36,8
476,86,269
123,83,111
477,91,142
346,82,234
485,86,79
851,55,235
93,17,31
674,65,430
601,86,289
633,21,619
936,70,458
746,11,335
31,7,30
765,9,35
450,99,283
191,49,84
582,43,474
476,99,74
58,8,53
654,46,96
614,45,216
239,65,202
109,83,107
26,16,1
817,88,195
224,23,151
852,1,852
645,23,283
147,59,122
90,21,9
546,26,352
847,12,262
493,14,200
937,94,835
338,82,261
227,85,25
867,64,342
817,53,302
773,13,137
828,82,594
138,78,15
268,29,218
961,67,59
389,79,222
584,1,584
944,36,31
675,61,534
619,20,343
432,42,355
271,67,263
844,33,549
15,1,15
618,35,322
753,48,176
298,87,3
50,24,5
940,62,613
988,45,499
942,60,228
61,34,35
27,14,13
100,38,57
776,61,171
387,78,328
342,7,155
371,27,338
727,25,293
971,34,41
98,84,68
205,56,83
341,8,45
93,69,14
884,100,544
852,38,624
503,21,138
619,4,409
933,74,3
984,34,483
336,51,319
519,57,414
26,26,13
545,15,502
403,50,296
399,21,213
826,31,140
792,83,197
337,66,42
1000,53,973
673,6,68
492,9,154
626,21,472
685,86,451
535,13,314
780,96,199
220,8,189
554,20,217
368,96,215
174,87,99
983,39,521
375,50,66
453,26,402
902,24,759
94,76,27
129,74,108
974,64,758
985,99,720
180,84,45
309,72,172
854,10,492
567,41,156
844,97,799
125,70,102
898,51,486
426,39,154
477,42,443
894,47,794
635,42,502
906,12,69
152,93,59
574,86,318
510,17,169
193,88,30
468,24,207
782,28,181
264,59,258
307,1,307
285,7,76
540,85,125
338,44,207
752,86,475
498,96,219
592,82,233
105,6,98
782,19,719
540,20,481
519,86,493
40,16,26
94,20,85
551,11,149
147,54,52
173,92,86
960,32,446
705,56,609
214,85,30
705,74,299
466,36,463
86,55,58
794,37,709
317,56,175
539,30,389
367,55,179
102,65,9
401,78,241
88,74,76
705,93,30
819,15,672
585,67,46
320,9,214
873,44,737
313,47,44
759,13,718
405,62,369
907,83,388
280,75,57
261,45,88
876,7,479
238,59,220
903,59,759
353,93,48
298,88,25
239,24,161
532,100,66
80,54,80
262,46,151
284,3,143
517,25,29
533,63,259
177,93,75
103,78,55
643,7,349
880,3,244
640,39,8
477,90,474
903,39,237
875,79,127
132,55,119
929,37,578
758,50,735
906,26,501
946,88,56
170,95,19
793,71,300
854,10,492
766,11,555
329,58,156
886,23,510
927,13,417
449,83,213
707,46,488
180,70,14
88,29,15
26,6,10
400,8,133
681,13,408
525,93,419
742,60,37
874,80,316
983,87,151
806,47,59
892,56,814
897,93,278
281,9,160
224,46,103
876,52,666
870,71,789
185,1,185
115,90,113
528,86,221
155,35,138
8,8,4
935,19,210
856,92,520
564,2,105
461,82,15
202,70,14
484,25,216
322,91,250
146,21,142
942,86,826
405,2,299
327,61,325
220,18,187
561,85,254
799,12,512
269,57,196
282,79,100
708,24,110
793,19,142
888,3,268
777,83,523
380,21,203
794,90,451
499,30,225
453,38,28
400,10,153
789,96,276
575,5,164
105,84,45
814,53,143
516,72,89
705,41,62
281,54,262
10,9,7
541,80,140
195,15,10
678,91,62
60,2,57
597,52,15
314,55,313
108,86,5
743,91,278
992,1,992
92,15,20
377,55,358
530,77,49
530,74,249
368,39,271
117,97,74
610,20,163
991,70,452
383,18,206
417,88,185
183,54,7
697,97,343
945,90,132
648,89,54
49,9,39
342,5,323
383,11,177
553,37,389
965,85,243
763,55,253
833,53,323
657,65,651
67,57,33
398,12,255
779,79,21
653,31,3
479,98,445
608,92,198
585,31,384
940,35,919
939,64,429
322,16,264
487,39,247
725,29,97
394,77,171
340,17,222
939,53,631
606,13,83
993,20,755
323,50,257
98,63,89
257,31,157
168,8,142
981,82,519
514,39,299
745,79,393
257,22,175
110,51,79
849,75,639
408,82,37
53,23,24
555,37,463
343,45,163
960,62,907
683,95,227
610,3,233
145,54,91
970,61,691
859,28,697
602,27,435
757,30,554
324,95,304
547,73,427
554,82,548
152,94,15
160,14,39
249,28,200
234,90,81
267,77,189
955,4,143
96,65,19
327,90,81
74,72,54
70,12,52
309,67,211
416,13,186
403,3,145
769,68,529
71,26,56
479,20,268
796,94,519
679,37,126
187,8,122
916,19,773
157,93,58
610,10,234
913,95,678
492,57,384
798,16,693
729,28,221
876,89,656
59,44,57
72,55,3
512,1,512
909,20,31
903,35,538
842,59,634
457,59,14
638,54,481
43,22,21
164,3,20
326,89,115
23,16,4
190,68,86
182,51,8
974,92,404
128,95,50
986,9,203
102,11,63
235,48,233
999,62,394
276,2,41
478,4,362
873,57,136
362,65,211
862,82,857
722,51,384
517,34,488
284,54,142
876,39,81
981,70,737
230,52,225
523,5,447
83,53,51
540,66,524
243,1,243
55,29,48
309,20,7
922,97,434
956,4,147
353,69,94
846,42,582
225,43,110
695,29,646
777,46,763
13,6,9
714,62,535
555,4,153
234,27,170
395,59,204
844,87,822
148,49,15
621,8,388
626,31,451
123,84,71
451,42,274
759,49,193
932,9,681
441,21,257
749,83,485
537,16,396
384,57,307
816,61,211
267,65,261
901,57,845
312,68,270
379,65,204
213,39,155
935,62,303
958,51,771
337,25,199
843,90,779
237,17,168
362,25,123
150,50,138
51,51,9
956,20,15
431,40,236
459,8,166
62,56,21
80,42,3
501,71,15
622,36,146
961,71,879
326,61,264
286,26,50
631,73,81
538,16,412
242,49,216
204,61,104
695,11,490
809,86,706
495,54,92
617,41,429
536,24,335
75,28,70
883,93,756
338,3,305
353,66,56
333,56,93
781,18,769
674,94,72
776,41,753
991,54,297
720,10,682
462,87,411
693,90,276
801,30,318
100,26,47
592,51,305
429,78,353
283,71,232
646,54,272
812,71,36
502,6,256
137,11,96
488,61,89
210,50,111
968,14,486
156,79,156
820,93,9
619,51,474
57,31,52
335,44,75
936,3,412
345,17,307
615,95,264
444,98,240
790,64,389
792,92,397
577,86,576
454,56,209
667,17,503
976,8,970
371,89,290
9,9,8
333,38,181
252,44,217
567,36,538
397,72,179
660,47,521
953,82,161
239,28,162
486,81,151
494,18,483
168,40,68
82,77,60
216,82,75
703,45,260
704,82,354
647,63,383
581,17,279
645,65,518
870,15,607
323,92,168
724,21,531
247,1,247
894,31,521
119,74,111
551,14,496
158,79,157
189,88,62
60,30,10
888,86,739
291,68,50
117,14,3
469,86,140
119,59,62
791,41,591
466,49,289
93,29,69
884,82,41
745,80,502
323,15,114
495,33,160
932,90,840
662,100,569
23,21,10
804,71,280
823,70,456
1000,72,445
50,4,47
259,62,119
111,95,110
502,14,326
482,61,210
741,67,582
71,9,65
360,19,212
595,68,231
833,69,17
522,42,349
498,44,223
893,13,870
49,40,2
537,97,186
55,38,17
360,62,244
641,66,121
34,12,19
276,89,177
347,60,303
129,32,45
385,7,82
786,18,77
238,88,106
633,68,357
206,75,82
912,50,110
889,33,300
173,79,14
619,33,360
423,58,382
711,62,349
319,32,257
757,61,547
737,57,439
46,43,19
289,19,154
251,72,180
651,83,56
622,71,166
78,72,36
881,57,592
641,47,277
174,100,23
633,87,67
235,23,176
9,7,2
165,46,97
57,35,31
190,21,68
565,9,276
899,78,104
253,60,26
606,47,499
459,34,441
526,4,37
606,79,201
826,33,783
511,98,116
537,21,330
501,80,79
583,80,113
3,2,3
81,65,24
943,19,362
489,56,283
118,20,37
229,87,62
664,49,515
845,25,68
228,69,86
892,28,755
900,22,536
696,34,624
879,11,144
51,43,39
789,74,545
240,82,220
858,99,121
338,83,27
90,85,20
682,4,661
127,74,88
917,64,872
565,80,398
778,71,24
681,92,472
549,8,385
890,85,373
968,67,528
846,43,593
655,84,605
906,7,689
18,13,10
941,65,138
624,47,114
610,41,142
687,64,432
394,31,244
643,30,591
43,40,41
300,82,19
25,7,15
331,27,296
620,53,553
869,62,717
195,9,92
188,97,45
876,100,623
386,55,90
38,30,31
13,7,6
453,4,262
849,8,809
302,47,146
50,8,41
902,56,480
462,49,93
166,69,115
530,34,412
724,41,119
953,15,10
968,17,862
110,33,62
733,59,477
678,22,345
920,42,151
689,26,396
390,70,273
529,72,502
874,62,155
527,26,391
248,81,60
76,64,15
742,3,629
503,62,111
357,37,267
144,64,83
834,43,77
717,69,542
51,46,22
830,99,727
269,46,208
977,90,116
552,32,25
514,20,477
914,60,410
993,14,836
301,79,140
479,28,367
251,10,241
795,50,262
952,13,742
984,88,496
844,16,623
926,53,870
24,24,2
467,10,395
599,34,523
793,33,497
626,48,293
237,30,124
932,65,492
712,94,165
166,53,138
973,65,295
745,98,713
596,66,254
660,68,251
885,86,481
388,82,388
424,66,62
38,9,25
779,73,307
535,2,47
36,24,16
724,1,724
35,24,28
291,79,238
301,58,111
902,19,507
770,17,91
406,29,256
618,12,427
908,60,50
566,58,356
7,7,5
886,44,432
564,53,522
552,50,159
222,29,102
720,77,369
447,33,4
437,17,343
963,5,578
495,19,233
712,73,626
897,59,405
980,26,542
251,20,246
742,61,381
300,5,113
296,87,127
958,36,535
956,27,924
443,97,353
734,50,279
634,69,212
154,15,100
109,100,84
635,49,389
390,83,340
578,13,319
994,83,973
263,18,254
929,71,492
686,73,126
367,11,1
632,53,567
196,10,123
378,98,329
81,9,2
336,16,162
313,48,180
755,80,553
587,36,105
338,59,139
14,11,1
928,77,849
334,53,152
187,2,119
491,22,283
971,23,616
857,30,334
169,50,136
101,8,4
556,38,411
275,46,213
942,50,681
454,1,454
668,70,39
360,9,240
379,12,27
765,82,207
493,93,486
244,48,188
604,76,239
640,25,181
65,40,6
517,11,313
672,2,321
487,52,267
814,52,799
629,1,629
850,72,707
212,70,90
112,93,27
794,40,523
917,69,549
525,89,248
50,30,42
541,42,80
599,39,281
530,51,495
506,57,185
8,8,4
843,16,607
64,64,22
283,19,40
28,18,1
147,52,144
467,80,270
73,3,10
49,19,43
584,42,187
985,91,862
401,90,194
239,80,94
104,24,20
104,48,42
189,12,17
53,24,25
707,90,132
121,31,84
810,44,477
414,86,266
647,63,383
142,43,140
173,76,27
801,92,428
27,25,5
705,49,478
511,21,306
581,45,520
769,81,167
285,11,104
313,99,285
650,27,490
272,12,74
317,12,6
929,94,83
682,57,147
210,51,54
497,37,402
936,36,687
803,93,60
485,65,209
487,40,178
961,62,8
727,20,499
382,4,366
952,69,155
425,60,393
153,53,87
940,15,768
441,6,350
371,16,3
976,54,473
827,56,593
973,99,510
986,67,759
91,6,14
367,98,365
38,12,31
11,4,9
602,4,341
128,12,81
286,18,124
5,4,1
182,30,137
286,31,246
928,65,232
390,55,310
407,26,65
336,74,2
955,36,427
824,38,396
684,54,326
970,22,196
980,17,91
843,16,607
897,78,846
328,99,169
629,13,382
487,61,28
820,50,706
947,75,839
53,42,5
950,82,867
969,64,438
706,64,253
601,97,122
803,97,116
117,40,20
775,87,466
113,4,86
642,4,501
894,91,95
722,24,446
825,78,382
108,75,48
176,15,102
840,5,811
842,14,523
363,51,308
601,51,166
16,12,1
406,62,25
902,93,743
623,89,377
675,36,91
504,40,363
190,69,174
355,19,117
679,17,29
931,26,228
613,19,259
507,85,460
289,2,67
771,67,326
128,63,67
75,74,13
167,26,83
961,31,754
194,91,4
775,51,81
272,12,74
299,48,121
931,86,813
111,76,87
415,94,335
26,15,2
507,48,232
69,6,45
745,50,85
739,11,258
348,8,101
248,74,180
898,4,835
638,19,101
949,42,430
874,98,453
274,26,23
23,4,7
861,88,711
373,3,55
270,11,215
271,22,222
588,41,439
274,81,69
194,35,119
344,90,267
648,90,255
133,36,77
864,78,34
86,61,41
144,19,99
91,23,45
679,19,212
584,56,246
848,55,70
603,81,395
867,22,686
496,84,360
471,65,256
453,27,89
181,66,90
5,2,3
428,83,226
588,71,180
850,4,643
906,55,623
412,59,402
974,53,577
439,33,187
952,41,233
903,66,560
874,9,159
64,4,51
829,12,46
418,92,32
122,69,81
861,41,153
634,58,93
745,78,419
682,27,15
431,10,35
870,38,449
64,38,60
923,40,555
970,37,191
472,37,437
316,62,213
474,81,143
384,92,125
282,8,203
340,69,238
414,45,344
589,19,403
513,82,375
207,44,68
145,36,92
554,22,93
8,5,3
44,1,44
187,56,59
974,3,526
285,78,50
591,28,319
906,50,720
652,87,432
270,38,187
493,53,429
811,81,401
263,65,1
54,29,19
894,4,819
352,64,74
683,59,355
604,17,70
276,40,268
116,37,97
182,17,67
171,87,11
176,19,68
884,86,395
306,14,297
234,55,1
133,91,129
585,82,249
219,63,216
481,90,356
297,90,193
920,67,151
312,32,33
555,66,424
477,5,217
328,57,297
768,21,721
4,3,1
520,29,350
477,81,386
473,75,99
583,19,289
306,22,130
822,74,575
263,29,73
682,67,185
942,75,464
782,29,227
664,21,636
407,3,157
978,45,49
128,61,53
150,42,3
216,19,34
861,49,315
680,1,680
941,67,626
463,7,192
171,70,90
533,1,533
826,78,460
463,4,302
632,94,61
245,77,35
778,40,664
87,65,77
927,36,363
853,61,801
128,91,66
121,100,14
14,8,7
191,99,68
155,92,74
9,6,7
305,31,250
463,85,113
327,10,155
68,63,14
117,79,60
95,82,63
701,94,545
111,55,56
830,14,355
420,6,224
567,66,92
988,24,966
484,6,148
